T,Salt,Cs,fs,Cp,Gamma,Eta
70,NaCl,1000,0.5,6.0,46.4,2.1353
70,NaCl,1000,0.5,6.0,59.9,2.0931
70,NaCl,1000,0.5,6.0,77.4,2.0981
70,NaCl,1000,0.5,6.0,100.0,2.0861
70,NaCl,1000,0.5,5.0,1.0,2.188
70,NaCl,1000,0.5,5.0,1.29,1.8898
70,NaCl,1000,0.5,5.0,1.67,1.8937
70,NaCl,1000,0.5,5.0,2.15,1.9768
70,NaCl,1000,0.5,5.0,2.78,1.873
70,NaCl,1000,0.5,5.0,3.59,1.9121
70,NaCl,1000,0.5,5.0,4.64,1.8755
70,NaCl,1000,0.5,5.0,5.99,1.8732
70,NaCl,1000,0.5,5.0,7.74,1.8689
70,NaCl,1000,0.5,5.0,10.0,1.8646
70,NaCl,1000,0.5,5.0,12.9,1.849
70,NaCl,1000,0.5,5.0,16.7,1.8528
70,NaCl,1000,0.5,5.0,21.5,1.8275
70,NaCl,1000,0.5,5.0,27.8,1.8241
70,NaCl,1000,0.5,5.0,35.9,1.8157
70,NaCl,1000,0.5,5.0,46.4,1.8067
70,NaCl,1000,0.5,5.0,59.9,1.817
70,NaCl,1000,0.5,5.0,77.4,1.7958
70,NaCl,1000,0.5,5.0,100.0,1.7862
70,NaCl,1000,0.5,4.0,1.0,1.5856
70,NaCl,1000,0.5,4.0,1.29,1.55
70,NaCl,1000,0.5,4.0,1.67,1.5485
70,NaCl,1000,0.5,4.0,2.15,1.5577
70,NaCl,1000,0.5,4.0,2.78,1.5453
70,NaCl,1000,0.5,4.0,3.59,1.5402
70,NaCl,1000,0.5,4.0,4.64,1.5326
70,NaCl,1000,0.5,4.0,5.99,1.5298
70,NaCl,1000,0.5,4.0,7.74,1.5297
70,NaCl,1000,0.5,4.0,10.0,1.5247
70,NaCl,1000,0.5,4.0,12.9,1.5192
70,NaCl,1000,0.5,4.0,16.7,1.5122
70,NaCl,1000,0.5,4.0,21.5,1.5044
70,NaCl,1000,0.5,4.0,27.8,1.502
70,NaCl,1000,0.5,4.0,35.9,1.506
70,NaCl,1000,0.5,4.0,46.4,1.4913
70,NaCl,1000,0.5,4.0,59.9,1.5197
70,NaCl,1000,0.5,4.0,77.4,1.4908
70,NaCl,1000,0.5,4.0,100.0,1.5287
70,NaCl,1000,0.5,3.0,1.0,1.215
70,NaCl,1000,0.5,3.0,1.29,1.2087
70,NaCl,1000,0.5,3.0,1.67,1.2148
70,NaCl,1000,0.5,3.0,2.15,1.2051
70,NaCl,1000,0.5,3.0,2.78,1.1668
70,NaCl,1000,0.5,3.0,3.59,1.2021
70,NaCl,1000,0.5,3.0,4.64,1.1715
70,NaCl,1000,0.5,3.0,5.99,1.1735
70,NaCl,1000,0.5,3.0,7.74,1.1886
70,NaCl,1000,0.5,3.0,10.0,1.182
70,NaCl,1000,0.5,3.0,12.9,1.1761
70,NaCl,1000,0.5,3.0,16.7,1.1613
70,NaCl,1000,0.5,3.0,21.5,1.1813
70,NaCl,1000,0.5,3.0,27.8,1.1831
70,NaCl,1000,0.5,3.0,35.9,1.187
70,NaCl,1000,0.5,3.0,46.4,1.1956
70,NaCl,1000,0.5,3.0,59.9,1.1802
70,NaCl,1000,0.5,3.0,77.4,1.2128
70,NaCl,1000,0.5,3.0,100.0,1.2296
70,NaCl,1000,0.5,2.0,1.0,0.86229
70,NaCl,1000,0.5,2.0,1.29,0.87379
70,NaCl,1000,0.5,2.0,1.67,0.97824
70,NaCl,1000,0.5,2.0,2.15,0.87086
70,NaCl,1000,0.5,2.0,2.78,0.93671
70,NaCl,1000,0.5,2.0,3.59,0.89121
70,NaCl,1000,0.5,2.0,4.64,0.92928
70,NaCl,1000,0.5,2.0,5.99,0.89349
70,NaCl,1000,0.5,2.0,7.74,0.8868
70,NaCl,1000,0.5,2.0,10.0,0.88885
70,NaCl,1000,0.5,2.0,12.9,0.8917
70,NaCl,1000,0.5,2.0,16.7,0.91279
70,NaCl,1000,0.5,2.0,21.5,0.90823
70,NaCl,1000,0.5,2.0,27.8,0.93045
70,NaCl,1000,0.5,2.0,35.9,0.93355
70,NaCl,1000,0.5,2.0,46.4,0.96622
70,NaCl,1000,0.5,2.0,59.9,0.96986
70,NaCl,1000,0.5,2.0,77.4,1.0104
70,NaCl,1000,0.5,2.0,100.0,1.025
80,NaCl,1000,0.5,50.0,0.01,207.59
80,NaCl,1000,0.5,50.0,0.0129,219.19
80,NaCl,1000,0.5,50.0,0.0167,221.93
80,NaCl,1000,0.5,50.0,0.0215,219.24
80,NaCl,1000,0.5,50.0,0.0278,219.97
80,NaCl,1000,0.5,50.0,0.0359,223.99
80,NaCl,1000,0.5,50.0,0.0464,227.15
80,NaCl,1000,0.5,50.0,0.0599,229.17
80,NaCl,1000,0.5,50.0,0.0774,224.48
80,NaCl,1000,0.5,50.0,0.1,222.61
80,NaCl,1000,0.5,50.0,0.129,221.44
80,NaCl,1000,0.5,50.0,0.167,218.5
80,NaCl,1000,0.5,50.0,0.215,215.98
80,NaCl,1000,0.5,50.0,0.278,212.87
80,NaCl,1000,0.5,50.0,0.359,209.84
80,NaCl,1000,0.5,50.0,0.464,205.9
80,NaCl,1000,0.5,50.0,0.599,199.06
80,NaCl,1000,0.5,50.0,0.774,193.04
80,NaCl,1000,0.5,50.0,1.0,185.93
80,NaCl,1000,0.5,50.0,1.29,178.17
80,NaCl,1000,0.5,50.0,1.67,168.96
80,NaCl,1000,0.5,50.0,2.15,159.11
80,NaCl,1000,0.5,50.0,2.78,148.94
80,NaCl,1000,0.5,50.0,3.59,138.28
80,NaCl,1000,0.5,50.0,4.64,127.47
80,NaCl,1000,0.5,50.0,5.99,116.71
80,NaCl,1000,0.5,50.0,7.74,106.13
80,NaCl,1000,0.5,50.0,10.0,95.827
80,NaCl,1000,0.5,50.0,12.9,85.957
80,NaCl,1000,0.5,50.0,16.7,76.566
80,NaCl,1000,0.5,50.0,21.5,67.968
80,NaCl,1000,0.5,50.0,27.8,60.061
80,NaCl,1000,0.5,50.0,35.9,52.884
80,NaCl,1000,0.5,50.0,46.4,46.472
80,NaCl,1000,0.5,50.0,59.9,40.629
80,NaCl,1000,0.5,50.0,77.4,35.55
80,NaCl,1000,0.5,50.0,100.0,31.155
80,NaCl,1000,0.5,50.0,129.0,27.196
80,NaCl,1000,0.5,50.0,167.0,23.891
80,NaCl,1000,0.5,50.0,215.0,21.016
80,NaCl,1000,0.5,50.0,278.0,18.609
80,NaCl,1000,0.5,50.0,359.0,16.575
80,NaCl,1000,0.5,50.0,464.0,14.834
80,NaCl,1000,0.5,50.0,599.0,13.478
80,NaCl,1000,0.5,50.0,774.0,12.148
80,NaCl,1000,0.5,50.0,1000.0,12.547
80,NaCl,1000,0.5,40.0,0.1,95.921
80,NaCl,1000,0.5,40.0,0.129,93.929
80,NaCl,1000,0.5,40.0,0.167,94.913
80,NaCl,1000,0.5,40.0,0.215,93.309
80,NaCl,1000,0.5,40.0,0.278,93.236
80,NaCl,1000,0.5,40.0,0.359,93.068
80,NaCl,1000,0.5,40.0,0.464,92.224
80,NaCl,1000,0.5,40.0,0.599,91.966
80,NaCl,1000,0.5,40.0,0.774,90.872
80,NaCl,1000,0.5,40.0,1.0,89.378
80,NaCl,1000,0.5,40.0,1.29,87.44
80,NaCl,1000,0.5,40.0,1.67,85.276
80,NaCl,1000,0.5,40.0,2.15,82.193
80,NaCl,1000,0.5,40.0,2.78,78.915
80,NaCl,1000,0.5,40.0,3.59,75.083
80,NaCl,1000,0.5,40.0,4.64,71.067
80,NaCl,1000,0.5,40.0,5.99,66.4
80,NaCl,1000,0.5,40.0,7.74,61.813
80,NaCl,1000,0.5,40.0,10.0,57.082
80,NaCl,1000,0.5,40.0,12.9,52.42
80,NaCl,1000,0.5,40.0,16.7,47.714
80,NaCl,1000,0.5,40.0,21.5,43.269
80,NaCl,1000,0.5,40.0,27.8,38.981
80,NaCl,1000,0.5,40.0,35.9,34.978
80,NaCl,1000,0.5,40.0,46.4,31.266
80,NaCl,1000,0.5,40.0,59.9,27.823
80,NaCl,1000,0.5,40.0,77.4,24.735
80,NaCl,1000,0.5,40.0,100.0,21.934
80,NaCl,1000,0.5,30.0,0.1,41.092
80,NaCl,1000,0.5,30.0,0.129,40.688
80,NaCl,1000,0.5,30.0,0.167,43.17
80,NaCl,1000,0.5,30.0,0.215,42.992
80,NaCl,1000,0.5,30.0,0.278,43.413
80,NaCl,1000,0.5,30.0,0.359,43.471
80,NaCl,1000,0.5,30.0,0.464,42.517
80,NaCl,1000,0.5,30.0,0.599,42.05
80,NaCl,1000,0.5,30.0,0.774,41.512
80,NaCl,1000,0.5,30.0,1.0,41.52
80,NaCl,1000,0.5,30.0,1.29,40.92
80,NaCl,1000,0.5,30.0,1.67,40.045
80,NaCl,1000,0.5,30.0,2.15,39.297
80,NaCl,1000,0.5,30.0,2.78,38.151
80,NaCl,1000,0.5,30.0,3.59,36.894
80,NaCl,1000,0.5,30.0,4.64,35.409
80,NaCl,1000,0.5,30.0,5.99,33.847
80,NaCl,1000,0.5,30.0,7.74,32.096
80,NaCl,1000,0.5,30.0,10.0,30.209
80,NaCl,1000,0.5,30.0,12.9,28.284
80,NaCl,1000,0.5,30.0,16.7,26.285
80,NaCl,1000,0.5,30.0,21.5,24.306
80,NaCl,1000,0.5,30.0,27.8,22.357
80,NaCl,1000,0.5,30.0,35.9,20.482
80,NaCl,1000,0.5,30.0,46.4,18.668
80,NaCl,1000,0.5,30.0,59.9,16.994
80,NaCl,1000,0.5,30.0,77.4,15.38
80,NaCl,1000,0.5,30.0,100.0,13.959
80,NaCl,1000,0.5,25.0,0.1,24.617
80,NaCl,1000,0.5,25.0,0.129,25.094
80,NaCl,1000,0.5,25.0,0.167,24.587
80,NaCl,1000,0.5,25.0,0.215,25.461
80,NaCl,1000,0.5,25.0,0.278,24.919
80,NaCl,1000,0.5,25.0,0.359,24.552
80,NaCl,1000,0.5,25.0,0.464,24.804
80,NaCl,1000,0.5,25.0,0.599,24.819
80,NaCl,1000,0.5,25.0,0.774,24.698
80,NaCl,1000,0.5,25.0,1.0,24.638
80,NaCl,1000,0.5,25.0,1.29,24.547
80,NaCl,1000,0.5,25.0,1.67,24.394
80,NaCl,1000,0.5,25.0,2.15,24.081
80,NaCl,1000,0.5,25.0,2.78,23.649
80,NaCl,1000,0.5,25.0,3.59,23.152
80,NaCl,1000,0.5,25.0,4.64,22.518
80,NaCl,1000,0.5,25.0,5.99,21.794
80,NaCl,1000,0.5,25.0,7.74,20.98
80,NaCl,1000,0.5,25.0,10.0,20.065
80,NaCl,1000,0.5,25.0,12.9,19.042
80,NaCl,1000,0.5,25.0,16.7,17.98
80,NaCl,1000,0.5,25.0,21.5,16.87
80,NaCl,1000,0.5,25.0,27.8,15.732
80,NaCl,1000,0.5,25.0,35.9,14.612
80,NaCl,1000,0.5,25.0,46.4,13.505
80,NaCl,1000,0.5,25.0,59.9,12.471
80,NaCl,1000,0.5,25.0,77.4,11.455
80,NaCl,1000,0.5,25.0,100.0,10.503
80,NaCl,1000,0.5,20.0,0.1,13.644
80,NaCl,1000,0.5,20.0,0.129,13.576
80,NaCl,1000,0.5,20.0,0.167,18.277
80,NaCl,1000,0.5,20.0,0.215,18.465
80,NaCl,1000,0.5,20.0,0.278,16.302
80,NaCl,1000,0.5,20.0,0.359,14.595
80,NaCl,1000,0.5,20.0,0.464,14.602
80,NaCl,1000,0.5,20.0,0.599,14.449
80,NaCl,1000,0.5,20.0,0.774,14.259
80,NaCl,1000,0.5,20.0,1.0,14.083
80,NaCl,1000,0.5,20.0,1.29,14.213
80,NaCl,1000,0.5,20.0,1.67,14.112
80,NaCl,1000,0.5,20.0,2.15,13.964
80,NaCl,1000,0.5,20.0,2.78,13.884
80,NaCl,1000,0.5,20.0,3.59,13.692
80,NaCl,1000,0.5,20.0,4.64,13.487
80,NaCl,1000,0.5,20.0,5.99,13.181
80,NaCl,1000,0.5,20.0,7.74,12.836
80,NaCl,1000,0.5,20.0,10.0,12.441
80,NaCl,1000,0.5,20.0,12.9,11.977
80,NaCl,1000,0.5,20.0,16.7,11.496
80,NaCl,1000,0.5,20.0,21.5,10.926
80,NaCl,1000,0.5,20.0,27.8,10.36
80,NaCl,1000,0.5,20.0,35.9,9.7617
80,NaCl,1000,0.5,20.0,46.4,9.1956
80,NaCl,1000,0.5,20.0,59.9,8.6008
80,NaCl,1000,0.5,20.0,77.4,8.0588
80,NaCl,1000,0.5,20.0,100.0,7.5155
80,NaCl,1000,0.5,18.0,1.0,11.302
80,NaCl,1000,0.5,18.0,1.29,11.207
80,NaCl,1000,0.5,18.0,1.67,11.104
80,NaCl,1000,0.5,18.0,2.15,11.105
80,NaCl,1000,0.5,18.0,2.78,10.933
80,NaCl,1000,0.5,18.0,3.59,10.919
80,NaCl,1000,0.5,18.0,4.64,10.727
80,NaCl,1000,0.5,18.0,5.99,10.512
80,NaCl,1000,0.5,18.0,7.74,10.298
80,NaCl,1000,0.5,18.0,10.0,10.023
80,NaCl,1000,0.5,18.0,12.9,9.6982
80,NaCl,1000,0.5,18.0,16.7,9.3569
80,NaCl,1000,0.5,18.0,21.5,8.9485
80,NaCl,1000,0.5,18.0,27.8,8.5353
80,NaCl,1000,0.5,18.0,35.9,8.0974
80,NaCl,1000,0.5,18.0,46.4,7.6676
80,NaCl,1000,0.5,18.0,59.9,7.2407
80,NaCl,1000,0.5,18.0,77.4,6.8344
80,NaCl,1000,0.5,18.0,100.0,6.4248
80,NaCl,1000,0.5,15.0,1.0,7.8113
80,NaCl,1000,0.5,15.0,1.29,8.1033
80,NaCl,1000,0.5,15.0,1.67,8.015
80,NaCl,1000,0.5,15.0,2.15,7.8697
80,NaCl,1000,0.5,15.0,2.78,7.9311
80,NaCl,1000,0.5,15.0,3.59,7.7887
80,NaCl,1000,0.5,15.0,4.64,7.7476
80,NaCl,1000,0.5,15.0,5.99,7.6561
80,NaCl,1000,0.5,15.0,7.74,7.5094
80,NaCl,1000,0.5,15.0,10.0,7.3564
80,NaCl,1000,0.5,15.0,12.9,7.1741
80,NaCl,1000,0.5,15.0,16.7,6.9459
80,NaCl,1000,0.5,15.0,21.5,6.7191
80,NaCl,1000,0.5,15.0,27.8,6.4511
80,NaCl,1000,0.5,15.0,35.9,6.181
80,NaCl,1000,0.5,15.0,46.4,5.8932
80,NaCl,1000,0.5,15.0,59.9,5.6055
80,NaCl,1000,0.5,15.0,77.4,5.346
80,NaCl,1000,0.5,15.0,100.0,5.1126
80,NaCl,1000,0.5,12.0,1.0,5.445
80,NaCl,1000,0.5,12.0,1.29,5.2239
80,NaCl,1000,0.5,12.0,1.67,5.3241
80,NaCl,1000,0.5,12.0,2.15,5.3103
80,NaCl,1000,0.5,12.0,2.78,5.2836
80,NaCl,1000,0.5,12.0,3.59,5.2651
80,NaCl,1000,0.5,12.0,4.64,5.258
80,NaCl,1000,0.5,12.0,5.99,5.198
80,NaCl,1000,0.5,12.0,7.74,5.1443
80,NaCl,1000,0.5,12.0,10.0,5.0703
80,NaCl,1000,0.5,12.0,12.9,4.9825
80,NaCl,1000,0.5,12.0,16.7,4.8727
80,NaCl,1000,0.5,12.0,21.5,4.7294
80,NaCl,1000,0.5,12.0,27.8,4.5947
80,NaCl,1000,0.5,12.0,35.9,4.4596
80,NaCl,1000,0.5,12.0,46.4,4.3057
80,NaCl,1000,0.5,12.0,59.9,4.1794
80,NaCl,1000,0.5,12.0,77.4,4.0086
80,NaCl,1000,0.5,12.0,100.0,3.8983
80,NaCl,1000,0.5,10.0,1.0,3.7167
80,NaCl,1000,0.5,10.0,1.29,3.9876
80,NaCl,1000,0.5,10.0,1.67,3.9665
80,NaCl,1000,0.5,10.0,2.15,3.8641
80,NaCl,1000,0.5,10.0,2.78,3.9661
80,NaCl,1000,0.5,10.0,3.59,3.873
80,NaCl,1000,0.5,10.0,4.64,3.9018
80,NaCl,1000,0.5,10.0,5.99,3.8847
80,NaCl,1000,0.5,10.0,7.74,3.8444
80,NaCl,1000,0.5,10.0,10.0,3.8003
80,NaCl,1000,0.5,10.0,12.9,3.7631
80,NaCl,1000,0.5,10.0,16.7,3.6933
80,NaCl,1000,0.5,10.0,21.5,3.616
80,NaCl,1000,0.5,10.0,27.8,3.5353
80,NaCl,1000,0.5,10.0,35.9,3.4634
80,NaCl,1000,0.5,10.0,46.4,3.3632
80,NaCl,1000,0.5,10.0,59.9,3.3016
80,NaCl,1000,0.5,10.0,77.4,3.1919
80,NaCl,1000,0.5,10.0,100.0,3.1488
80,NaCl,1000,0.5,9.0,1.0,3.4302
80,NaCl,1000,0.5,9.0,1.29,3.3864
80,NaCl,1000,0.5,9.0,1.67,3.3652
80,NaCl,1000,0.5,9.0,2.15,3.3958
80,NaCl,1000,0.5,9.0,2.78,3.4113
80,NaCl,1000,0.5,9.0,3.59,3.3856
80,NaCl,1000,0.5,9.0,4.64,3.3558
80,NaCl,1000,0.5,9.0,5.99,3.3622
80,NaCl,1000,0.5,9.0,7.74,3.3444
80,NaCl,1000,0.5,9.0,10.0,3.3124
80,NaCl,1000,0.5,9.0,12.9,3.2696
80,NaCl,1000,0.5,9.0,16.7,3.2063
80,NaCl,1000,0.5,9.0,21.5,3.1695
80,NaCl,1000,0.5,9.0,27.8,3.1028
80,NaCl,1000,0.5,9.0,35.9,3.0436
80,NaCl,1000,0.5,9.0,46.4,2.9713
80,NaCl,1000,0.5,9.0,59.9,2.8988
80,NaCl,1000,0.5,9.0,77.4,2.8422
80,NaCl,1000,0.5,9.0,100.0,2.8052
80,NaCl,1000,0.5,8.0,1.0,3.1083
80,NaCl,1000,0.5,8.0,1.29,2.7206
80,NaCl,1000,0.5,8.0,1.67,2.8815
80,NaCl,1000,0.5,8.0,2.15,2.962
80,NaCl,1000,0.5,8.0,2.78,2.8436
80,NaCl,1000,0.5,8.0,3.59,2.939
80,NaCl,1000,0.5,8.0,4.64,2.8873
80,NaCl,1000,0.5,8.0,5.99,2.8336
80,NaCl,1000,0.5,8.0,7.74,2.8466
80,NaCl,1000,0.5,8.0,10.0,2.8341
80,NaCl,1000,0.5,8.0,12.9,2.7968
80,NaCl,1000,0.5,8.0,16.7,2.7755
80,NaCl,1000,0.5,8.0,21.5,2.7434
80,NaCl,1000,0.5,8.0,27.8,2.7109
80,NaCl,1000,0.5,8.0,35.9,2.6585
80,NaCl,1000,0.5,8.0,46.4,2.6393
80,NaCl,1000,0.5,8.0,59.9,2.5795
80,NaCl,1000,0.5,8.0,77.4,2.5724
80,NaCl,1000,0.5,8.0,100.0,2.5168
80,NaCl,1000,0.5,7.0,1.0,4.0689
80,NaCl,1000,0.5,7.0,1.29,2.7798
80,NaCl,1000,0.5,7.0,1.67,2.8388
80,NaCl,1000,0.5,7.0,2.15,2.4916
80,NaCl,1000,0.5,7.0,2.78,2.4568
80,NaCl,1000,0.5,7.0,3.59,2.4708
80,NaCl,1000,0.5,7.0,4.64,2.4671
80,NaCl,1000,0.5,7.0,5.99,2.4393
80,NaCl,1000,0.5,7.0,7.74,2.4346
80,NaCl,1000,0.5,7.0,10.0,2.4236
80,NaCl,1000,0.5,7.0,12.9,2.3975
80,NaCl,1000,0.5,7.0,16.7,2.3862
80,NaCl,1000,0.5,7.0,21.5,2.3601
80,NaCl,1000,0.5,7.0,27.8,2.3432
80,NaCl,1000,0.5,7.0,35.9,2.3067
80,NaCl,1000,0.5,7.0,46.4,2.2984
80,NaCl,1000,0.5,7.0,59.9,2.2557
80,NaCl,1000,0.5,7.0,77.4,2.2624
80,NaCl,1000,0.5,7.0,100.0,2.2224
80,NaCl,1000,0.5,6.0,1.0,2.1585
80,NaCl,1000,0.5,6.0,1.29,2.1018
80,NaCl,1000,0.5,6.0,1.67,1.9948
80,NaCl,1000,0.5,6.0,2.15,2.0733
80,NaCl,1000,0.5,6.0,2.78,2.0666
80,NaCl,1000,0.5,6.0,3.59,2.0486
80,NaCl,1000,0.5,6.0,4.64,2.032
80,NaCl,1000,0.5,6.0,5.99,2.0485
80,NaCl,1000,0.5,6.0,7.74,2.0459
80,NaCl,1000,0.5,6.0,10.0,2.0339
80,NaCl,1000,0.5,6.0,12.9,2.0225
80,NaCl,1000,0.5,6.0,16.7,2.0153
80,NaCl,1000,0.5,6.0,21.5,1.996
80,NaCl,1000,0.5,6.0,27.8,1.9937
80,NaCl,1000,0.5,6.0,35.9,1.9751
80,NaCl,1000,0.5,6.0,46.4,1.9839
80,NaCl,1000,0.5,6.0,59.9,1.9632
80,NaCl,1000,0.5,6.0,77.4,1.9806
80,NaCl,1000,0.5,6.0,100.0,1.955
80,NaCl,1000,0.5,5.0,1.0,1.6439
80,NaCl,1000,0.5,5.0,1.29,1.6653
80,NaCl,1000,0.5,5.0,1.67,1.7302
80,NaCl,1000,0.5,5.0,2.15,1.6464
80,NaCl,1000,0.5,5.0,2.78,1.7347
80,NaCl,1000,0.5,5.0,3.59,1.6657
80,NaCl,1000,0.5,5.0,4.64,1.7062
80,NaCl,1000,0.5,5.0,5.99,1.7
80,NaCl,1000,0.5,5.0,7.74,1.6848
80,NaCl,1000,0.5,5.0,10.0,1.6798
80,NaCl,1000,0.5,5.0,12.9,1.6788
80,NaCl,1000,0.5,5.0,16.7,1.6897
80,NaCl,1000,0.5,5.0,21.5,1.6759
80,NaCl,1000,0.5,5.0,27.8,1.686
80,NaCl,1000,0.5,5.0,35.9,1.6734
80,NaCl,1000,0.5,5.0,46.4,1.6934
80,NaCl,1000,0.5,5.0,59.9,1.6812
80,NaCl,1000,0.5,5.0,77.4,1.7119
80,NaCl,1000,0.5,5.0,100.0,1.6978
80,NaCl,1000,0.5,4.0,1.0,1.2853
80,NaCl,1000,0.5,4.0,1.29,1.4802
80,NaCl,1000,0.5,4.0,1.67,1.3661
80,NaCl,1000,0.5,4.0,2.15,1.3539
80,NaCl,1000,0.5,4.0,2.78,1.443
80,NaCl,1000,0.5,4.0,3.59,1.3717
80,NaCl,1000,0.5,4.0,4.64,1.4183
80,NaCl,1000,0.5,4.0,5.99,1.4339
80,NaCl,1000,0.5,4.0,7.74,1.3991
80,NaCl,1000,0.5,4.0,10.0,1.3945
80,NaCl,1000,0.5,4.0,12.9,1.4101
80,NaCl,1000,0.5,4.0,16.7,1.4216
80,NaCl,1000,0.5,4.0,21.5,1.4017
80,NaCl,1000,0.5,4.0,27.8,1.4109
80,NaCl,1000,0.5,4.0,35.9,1.4245
80,NaCl,1000,0.5,4.0,46.4,1.4355
80,NaCl,1000,0.5,4.0,59.9,1.4733
80,NaCl,1000,0.5,4.0,77.4,1.4541
80,NaCl,1000,0.5,4.0,100.0,1.499
80,NaCl,1000,0.5,3.0,1.0,0.95326
80,NaCl,1000,0.5,3.0,1.29,1.137
80,NaCl,1000,0.5,3.0,1.67,1.1061
80,NaCl,1000,0.5,3.0,2.15,1.0322
80,NaCl,1000,0.5,3.0,2.78,1.1499
80,NaCl,1000,0.5,3.0,3.59,1.0558
80,NaCl,1000,0.5,3.0,4.64,1.1139
80,NaCl,1000,0.5,3.0,5.99,1.1196
80,NaCl,1000,0.5,3.0,7.74,1.0978
80,NaCl,1000,0.5,3.0,10.0,1.0889
80,NaCl,1000,0.5,3.0,12.9,1.1014
80,NaCl,1000,0.5,3.0,16.7,1.1294
80,NaCl,1000,0.5,3.0,21.5,1.1123
80,NaCl,1000,0.5,3.0,27.8,1.1323
80,NaCl,1000,0.5,3.0,35.9,1.1469
80,NaCl,1000,0.5,3.0,46.4,1.1637
80,NaCl,1000,0.5,3.0,59.9,1.2039
80,NaCl,1000,0.5,3.0,77.4,1.2161
80,NaCl,1000,0.5,3.0,100.0,1.2414
80,NaCl,1000,0.5,2.0,1.0,0.89001
80,NaCl,1000,0.5,2.0,1.29,0.80617
80,NaCl,1000,0.5,2.0,1.67,0.87372
80,NaCl,1000,0.5,2.0,2.15,0.85236
80,NaCl,1000,0.5,2.0,2.78,1.1787
80,NaCl,1000,0.5,2.0,3.59,1.485
80,NaCl,1000,0.5,2.0,4.64,0.83383
80,NaCl,1000,0.5,2.0,5.99,0.82893
80,NaCl,1000,0.5,2.0,7.74,0.84275
80,NaCl,1000,0.5,2.0,10.0,0.84629
80,NaCl,1000,0.5,2.0,12.9,0.84994
80,NaCl,1000,0.5,2.0,16.7,0.84818
80,NaCl,1000,0.5,2.0,21.5,0.88083
80,NaCl,1000,0.5,2.0,27.8,0.88323
80,NaCl,1000,0.5,2.0,35.9,0.89793
80,NaCl,1000,0.5,2.0,46.4,0.91551
80,NaCl,1000,0.5,2.0,59.9,0.91621
80,NaCl,1000,0.5,2.0,77.4,0.96606
80,NaCl,1000,0.5,2.0,100.0,1.1077
100,NaCl,1000,0.5,100.0,0.1,3237.0
100,NaCl,1000,0.5,100.0,0.129,166.98
100,NaCl,1000,0.5,100.0,0.167,196.25
100,NaCl,1000,0.5,100.0,0.216,262.78
100,NaCl,1000,0.5,100.0,0.599,713.83
100,NaCl,1000,0.5,100.0,0.774,876.21
100,NaCl,1000,0.5,100.0,1.0,685.44
100,NaCl,1000,0.5,100.0,1.29,1092.1
100,NaCl,1000,0.5,100.0,1.67,853.25
100,NaCl,1000,0.5,100.0,2.15,650.32
100,NaCl,1000,0.5,100.0,2.78,875.66
100,NaCl,1000,0.5,100.0,3.59,909.09
100,NaCl,1000,0.5,100.0,4.64,403.19
100,NaCl,1000,0.5,100.0,5.99,457.86
100,NaCl,1000,0.5,100.0,7.74,282.05
100,NaCl,1000,0.5,100.0,10.0,394.68
100,NaCl,1000,0.5,100.0,12.9,291.27
100,NaCl,1000,0.5,100.0,16.7,257.01
100,NaCl,1000,0.5,100.0,21.5,196.27
100,NaCl,1000,0.5,100.0,27.8,175.61
100,NaCl,1000,0.5,100.0,35.9,138.6
100,NaCl,1000,0.5,100.0,46.4,121.1
100,NaCl,1000,0.5,100.0,59.9,97.203
100,NaCl,1000,0.5,100.0,77.4,83.341
100,NaCl,1000,0.5,100.0,100.0,72.86
100,NaCl,1000,0.5,80.0,0.1,1488.8
100,NaCl,1000,0.5,80.0,0.129,2743.0
100,NaCl,1000,0.5,80.0,0.167,2100.9
100,NaCl,1000,0.5,80.0,0.215,811.91
100,NaCl,1000,0.5,80.0,0.278,1252.7
100,NaCl,1000,0.5,80.0,0.359,1504.5
100,NaCl,1000,0.5,80.0,0.465,771.06
100,NaCl,1000,0.5,80.0,0.598,511.62
100,NaCl,1000,0.5,80.0,0.774,392.0
100,NaCl,1000,0.5,80.0,0.999,468.66
100,NaCl,1000,0.5,80.0,1.29,722.35
100,NaCl,1000,0.5,80.0,1.67,619.95
100,NaCl,1000,0.5,80.0,2.15,506.47
100,NaCl,1000,0.5,80.0,2.77,335.82
100,NaCl,1000,0.5,80.0,3.59,377.53
100,NaCl,1000,0.5,80.0,4.64,329.69
100,NaCl,1000,0.5,80.0,5.99,271.32
100,NaCl,1000,0.5,80.0,7.74,242.45
100,NaCl,1000,0.5,80.0,10.0,226.26
100,NaCl,1000,0.5,80.0,12.9,186.8
100,NaCl,1000,0.5,80.0,16.7,161.23
100,NaCl,1000,0.5,80.0,21.5,141.37
100,NaCl,1000,0.5,80.0,27.8,115.33
100,NaCl,1000,0.5,80.0,35.9,100.22
100,NaCl,1000,0.5,80.0,46.4,86.762
100,NaCl,1000,0.5,80.0,59.9,73.932
100,NaCl,1000,0.5,80.0,77.4,63.541
100,NaCl,1000,0.5,80.0,100.0,55.425
100,NaCl,1000,0.5,50.0,0.1,2974.9
100,NaCl,1000,0.5,50.0,0.129,2448.1
100,NaCl,1000,0.5,50.0,0.167,2071.0
100,NaCl,1000,0.5,50.0,0.215,1022.9
100,NaCl,1000,0.5,50.0,0.278,3574.2
100,NaCl,1000,0.5,50.0,0.359,2620.9
100,NaCl,1000,0.5,50.0,0.464,3371.8
